linha_original,acao,motivo,texto
1177,mantida,,"Domperidona 10 mg VO, até 8/8h, 10–30 min antes das refeições Orientações gerais ao paciente Evitar alimentos que desencadeiem desconforto (gordurosos, condimentados, cafeína, álcool); Realizar refeições fracionadas e em menor volume; Evita"
1178,mantida,via_nao_identificada,Muvinlax® (Sachê 14g)
1179,fundida_na_linha_anterior,fragmento,": Diluir 1 sachê em 125 ml de água, chá ou suco. Ingerir 1 a 2 sachês pela manhã. Se constipação severa, usar até 5 sachês à noite."
1180,mantida,via_nao_identificada,Lactulose (667 mg/ml)
1181,fundida_na_linha_anterior,fragmento,: 15 ml VO de 12/12h (máximo 6 vezes ao dia).
1182,mantida,,"Cetoprofeno 150 mg : 1 comprimido VO de 12/12h, por até 5 dias. Se trombose hemorroidária associada:"
1183,mantida,,"Daflon® (450 mg + 50 mg) : 1 comprimido VO de 8/8h por 14 dias. Prescrição para uso retal Proctyl® Pomada Retal : Aplicar na área afetada, massageando o local, ou utilizar o bico dosador após evacuação prévia, 3 vezes ao dia até melhora dos"
1184,mantida,,"Metoclopramida 10 mg, por via oral, a cada 6 a 8 horas, conforme necessário."
1185,mantida,,"Ondansetrona 8 mg , por via oral, a cada 8 horas, conforme necessário. Analgésicos:"
1186,mantida,,"Paracetamol 750 mg - 1 g: Tomar 1 comprimido por via oral a cada 6 horas, por até 5 dias."
1187,mantida,,"Dipirona 500 mg - 1 g: Tomar 1 comprimido por via oral a cada 6 horas, por até 5 dias Parasitoses Intestinais Ancilostomíase"
1188,mantida,via_nao_identificada,Mebendazol 100 mg: duas vezes ao dia por 3 dias.
1189,mantida,,"Albendazol 400 mg: dose única. Anemia: Se necessário, suplementar ferro e vitaminas. Enterobíase (Enterobius vermicularis – oxiúros) S (Subjetivo): Paciente de ___ anos relata prurido anal intenso, principalmente no período noturno, com pio"
1190,mantida,,"Albendazol 400 mg VO, dose única , repetir após 14 dias. Crianças de 1 a < 2 anos:"
1191,mantida,,"Albendazol 200 mg VO, dose única , repetir após 14 dias. Crianças < 1 ano: Não recomendado uso rotineiro;"
1192,mantida,,"Mebendazol 100 mg VO, 12/12h, por 3 dias , repetir após 14 dias. Crianças de 1 a < 2 anos:"
1193,mantida,,"Mebendazol 50 mg VO, 12/12h, por 3 dias , repetir após 14 dias. Crianças < 1 ano: Uso contraindicado Observações Importantes: Tratar todos os contactantes domiciliares , mesmo assintomáticos; Repetir a dose após 14 dias é fundamental para e"
1194,mantida,,"USO Tópico: Clotrimazol creme 1%: aplicar uma camada fina nos mamilos e áreas afetadas 2-3 vezes ao dia, após cada mamada, por 1-2 semanas. Miconazol creme 2%: aplicar uma camada fina nos mamilos e áreas afetadas 2-3 vezes ao dia, após cada"
1195,mantida,via_nao_identificada,Fluconazol 200 mg -
1196,mantida,via_nao_identificada,1 comprimido ao dia no primeiro dia (casos graves).
1197,mantida,via_nao_identificada,Fluconazol 100 mg -
1198,mantida,via_nao_identificada,1 comprimido ao dia durante 13 dias (casos graves).
1199,mantida,,"Itraconazol 100 mg 2 comprimidos, 1 vez ao dia, por 14 dias (casos graves). Nistatina Oral: 100.000-600.000 UI"
1200,mantida,,"(1-6 mL) de suspensão oral a cada 6 horas. Observação : Continuar o tratamento por 48 horas após a cura clínica. Para candidíase orofaríngea, recomenda-se que a suspensão seja bochechada o maior tempo possível antes de engolir Reavaliação: "
1201,mantida,,Casos leves (1ª linha) Nistatina 500.000 UI VO : 1 cp a cada 6h por 10 dias Nistatina suspensão oral 100.000 UI/mL
1202,fundida_na_linha_anterior,fragmento,": 1 a 2 mL em cada lado da boca, 3–5x/dia por 7 dias (manter em contato com mucosa antes de deglutir) Casos moderados a graves (sistêmico)"
1203,mantida,,"Fluconazol 200 mg VO, dose única inicial seguido de"
1204,mantida,via_nao_identificada,Fluconazol 100 mg/dia por até 13 dias
1205,mantida,,"Itraconazol 100 mg , 2 cp VO, 1x/dia por 14 dias"
1206,mantida,,"🔹 1ª LINHA – TRATAMENTO TÓPICO (PREFERENCIAL) Escolher APENAS UMA opção Miconazol creme vaginal 2%: usar 1 aplicador cheio (≈5 g) por via intravaginal, à noite, por 7 dias consecutivos Orientações: aplicar deitada antes de dormir; usar abso"
1207,mantida,,"Fluconazol 150 mg VO: tomar 01 comprimido por via oral, dose única Orientações: ingerir com água; pode ser tomado com ou sem alimento; evitar bebida alcoólica no dia do uso; retornar se os sintomas persistirem após 3 a 5 dias; não usar se h"
1208,mantida,,Itraconazol 200 mg VO: tomar 01 comprimido por via oral a cada 12 horas por 1 dia (total de 2 comprimidos); Orientações: tomar após refeição para melhor absorção; não ingerir com antiácidos ou omeprazol no mesmo horário; evitar álcool; reto
1209,mantida,,"Fluconazol 150 mg VO: tomar 01 comprimido por via oral, 1 vez por semana, por 6 meses (total de 24 comprimidos). Orientações: manter uso regular no mesmo dia da semana; não interromper por conta própria; informar se houver atraso menstrual "
1210,mantida,,"Itraconazol 400 mg VO: tomar 02 comprimidos de 200 mg por via oral, 1 vez ao mês, por 6 meses (total de 12 comprimidos de 200 mg). Orientações: tomar após refeição; evitar álcool; relatar qualquer sintoma hepático como náuseas persistentes,"
1211,mantida,,"Cetoconazol 100 mg VO: tomar 01 comprimido por via oral, 1 vez ao dia, por 6 meses (total de 180 comprimidos). Orientações: usar após refeição; evitar bebida alcoólica; suspender e procurar atendimento se houver mal-estar intenso, náuseas p"
1212,mantida,,"2. Sintomáticos para insônia/ansiedade leve Florais de Bach Valeriana : 2 a 3 comprimidos VO, 1 a 2 vezes ao dia."
1213,mantida,dose_nao_identificada,3. Tratamento local para sintomas geniturinários (uso vulvovaginal)
1214,mantida,,Estriol creme vaginal 1 mg/g
1215,fundida_na_linha_anterior,fragmento,": aplicar 0,5 g ao dia, por 21 dias consecutivos, seguido de uma pausa de 7 dias. O ciclo pode ser repetido por até 3 meses, conforme resposta clínica. Cólica menstrual (dismenorreia primária)"
1216,mantida,,"Ibuprofeno 400 a 800 mg VO a cada 6 a 8 horas , por até 3 dias, iniciando no início das cólicas"
1217,mantida,,Paracetamol 750‑1000 mg VO a cada 6 horas
1218,mantida,,Dipirona 500‑1000 mg VO a cada 6 horas Opções Adjuvantes ou Alternativas Contraceptivos hormonais combinados DIU com levonorgestrel (Mirena®) recomendados em casos refratários ou associados à necessidade contraceptiva ou hipotensão menstrua
1219,mantida,,"Cefixima 400 mg: via oral, dose única. Sífilis (Treponema pallidum)"
1220,mantida,,"Penicilina Benzatina: 2.400.000 UI, IM, em dose única Alternativa para alérgicos:"
1221,mantida,,Doxiciclina 100 mg VO 2x/dia por 14 dias (em casos de alergia à penicilina)
1222,mantida,,Doxiciclina 100 mg VO 2x/dia por 14 dias (em casos de alergia à penicilina)
1223,mantida,"dose_nao_identificada,via_nao_identificada","Penicilina G Benzatina: 1,2 milhões UI em cada nádega, 1 vez por semana, durante 3 semanas Alternativa para alérgicos:"
1224,mantida,,"Doxiciclina 100 mg VO 2x/dia por 28 dias (em casos de alergia à penicilina) Sífilis na Gestação – Roteiro SOAP com Abordagem Completa S (Subjetivo): Gestante de ___ anos, GPA, na ___ª semana de gestação, comparece à consulta referindo apare"
1225,mantida,,"Sífilis primária, secundária ou latente recente : Penicilina G benzatina 2.400.000 UI IM, dose única (1,2 milhão UI em cada glúteo); Sífilis terciária ou latente tardia : Penicilina G benzatina 2.400.000 UI IM, 1x/semana por 3 semanas; Herp"
1226,mantida,,"Metronidazol 500 mg: via oral, a cada 12 horas, por 7 dias."
1227,mantida,,"Clindamicina 300 mg: via oral, a cada 12 horas, por 7 dias. Tratamento Intravaginal:"
1228,mantida,,"Metronidazol Gel Vaginal 100 mg/g: aplicar um aplicador (5 g) intravaginal, uma vez ao dia, por 5 dias."
1229,mantida,,"Clindamicina Creme 2%: aplicar um aplicador (5 g) intravaginal, uma vez ao dia, por 7 dias."
1230,mantida,,"Metronidazol 250 mg: via oral, a cada 8 horas, por 7 dias."
1231,mantida,,"Clindamicina Óvulos 100 mg: aplicar um óvulo intravaginal, uma vez ao dia, por 3 dias. Metronidazol Gel 0,75%: aplicar um aplicador (5 g) intravaginal, uma vez ao dia, por 5 dias. CID/CIAP Rotina: Rotina CID CIAP Descrição Puericultura Z00."
1232,mantida,,
1233,mantida,,
1234,mantida,,
1235,mantida,,
1236,mantida,,
1237,mantida,,
1238,mantida,,
1239,mantida,,
1240,mantida,,
1241,mantida,,
1242,mantida,,
1243,mantida,,
1244,mantida,,
1245,mantida,,
1246,mantida,,
1247,mantida,,
1248,mantida,,
1249,mantida,,
1250,mantida,,
